0,1,30,0.63340044,0.3443575,0.9995752,0.8243350823809521,42,0.0005392026,0.9995752,0.34341864508769504,128
0,4,25,0.6122504,0.31998742,0.874672,0.5851867825999999,50,0.016713448,0.874672,0.31711049139266834,128
1,4,40,0.34379998,0.31298634,0.9995592,0.80127966,45,7.6577555e-05,0.9995592,0.31157169837916854,128
2,1,31,0.38584867,0.2535199,0.9768604,0.5979308757777778,45,0.0031841313,0.9768604,0.24954846506261674,128
3,3,41,0.35785362,0.3348396,0.99837387,0.7948232300000003,43,0.0010520322,0.99837387,0.2888945356999102,128
5,3,30,0.9086018,0.4422789,0.9993569,0.905097342093023,43,0.00036252645,0.9993569,0.3571113004761628,128
5,4,32,0.5337317,0.31288448,0.9915699,0.7303936446666668,45,0.0008663404,0.9915699,0.3106353220132405,128
6,2,20,0.7374259,0.32779738,0.99277824,0.7115086933333334,39,0.009670633,0.99277824,0.2860627939371625,128
7,1,30,0.46192765,0.29764906,0.9672695,0.6510930881395347,43,0.006003115,0.9672695,0.29687792846016237,128
7,4,41,0.40656993,0.34502852,0.91221493,0.6046405358490567,53,0.011691296,0.91221493,0.3391249193591648,128
8,3,31,0.5215538,0.35089594,0.9993431,0.8366221821621621,37,0.00017924968,0.9993431,0.275642006507951,128
9,1,24,0.79628336,0.28978494,0.9986332,0.7713601986046513,43,0.0014245762,0.9986332,0.2863039685853437,128
9,4,39,0.44431567,0.3448952,0.9988827,0.819128381395349,43,0.0028580406,0.9988827,0.3393998265328264,128
